UniProtKB_AC,Ensembl_Protein
Q5T5A4,ENSP00000358965
Q17R60,ENSP00000358966
P04000,ENSP00000358967
Q00653,ENSP00000358983
Q9UM54,ENSP00000358994
P51617,ENSP00000358997
Q14656,ENSP00000358999
Q92538,ENSP00000359000
O95407,ENSP00000359013
Q5T1N1,ENSP00000359018
O75364,ENSP00000359019
Q9HB03,ENSP00000359022
O00186,ENSP00000359025
Q5VTL7,ENSP00000359034
Q5VTL8,ENSP00000359042
P98171,ENSP00000359045
Q5T8I9,ENSP00000359049
Q5T2E6,ENSP00000359050
Q5T8I3,ENSP00000359052
Q9NZ72,ENSP00000359070
Q9UKW4,ENSP00000359073
P32004,ENSP00000359077
Q9Y2I2,ENSP00000359085
Q96LA8,ENSP00000359095
P0DTE8,ENSP00000359096
H0UI06,ENSP00000359098
P0DUB6,ENSP00000359100
P12107,ENSP00000359114
Q9UPE1,ENSP00000359119
Q9H2P9,ENSP00000359127
O75607,ENSP00000359128
Q9UBQ6,ENSP00000359131
P11182,ENSP00000359151
Q9NUP7,ENSP00000359160
Q9BVM2,ENSP00000359170
Q96MC6,ENSP00000359171
Q9Y2D2,ENSP00000359172
Q9UGP5,ENSP00000359181
Q9H3Y8,ENSP00000359198
Q7Z2D5,ENSP00000359204
Q9Y297,ENSP00000359206
Q12882,ENSP00000359211
P52954,ENSP00000359212
P31314,ENSP00000359215
Q9UKA9,ENSP00000359216
Q96I82,ENSP00000359219
Q9Y3V2,ENSP00000359221
Q96MV1,ENSP00000359222
Q96F25,ENSP00000359224
Q15417,ENSP00000359225
Q99871,ENSP00000359230
P28288,ENSP00000359233
Q9BRK4,ENSP00000359240
P78363,ENSP00000359245
P48507,ENSP00000359258
A6NFS0,ENSP00000359271
P43681,ENSP00000359285
Q8IX21,ENSP00000359292
Q01658,ENSP00000359295
Q15738,ENSP00000359297
P41208,ENSP00000359300
Q9Y3A6,ENSP00000359305
Q6PB30,ENSP00000359310
Q02962,ENSP00000359319
Q9Y483,ENSP00000359321
Q5T7M9,ENSP00000359333
P34903,ENSP00000359337
Q8N884,ENSP00000359339
Q8IVV8,ENSP00000359340
P46777,ENSP00000359345
P78334,ENSP00000359353
Q9NXZ2,ENSP00000359361
Q9BYJ9,ENSP00000359364
Q9NQW1,ENSP00000359370
Q969F0,ENSP00000359375
Q9BYT1,ENSP00000359376
Q9BZD7,ENSP00000359378
O00767,ENSP00000359380
Q8IV76,ENSP00000359382
A6NGQ2,ENSP00000359384
Q92990,ENSP00000359385
Q3ZAQ7,ENSP00000359386
Q587J8,ENSP00000359392
O15347,ENSP00000359393
A6NC42,ENSP00000359396
Q6QNY1,ENSP00000359398
Q5VVC0,ENSP00000359401
Q8IUS5,ENSP00000359410
Q4VXA5,ENSP00000359411
Q5JSQ8,ENSP00000359415
Q13496,ENSP00000359423
O15111,ENSP00000359424
Q96DE9,ENSP00000359434
Q9UBD0,ENSP00000359444
P15169,ENSP00000359446
A2PYH4,ENSP00000359454
Q5TC84,ENSP00000359464
Q9H582,ENSP00000359469
Q9NY43,ENSP00000359474
Q8TDW0,ENSP00000359483
Q8IYB5,ENSP00000359484
Q6ZN66,ENSP00000359485
Q96PP8,ENSP00000359488
P51816,ENSP00000359489
Q96PP9,ENSP00000359490
P32456,ENSP00000359497
Q8N0W7,ENSP00000359498
P32455,ENSP00000359504
Q5VUM1,ENSP00000359505
Q06787,ENSP00000359506
Q9NTM9,ENSP00000359507
Q9H0R5,ENSP00000359512
Q9NV56,ENSP00000359518
Q9NQZ7,ENSP00000359520
Q5VSR9,ENSP00000359524
Q96A46,ENSP00000359526
Q00403,ENSP00000359531
P30989,ENSP00000359532
Q5MJ09,ENSP00000359534
P17174,ENSP00000359539
O75629,ENSP00000359540
Q9BXN6,ENSP00000359546
Q9NS26,ENSP00000359549
Q9NS26,ENSP00000359550
Q16513,ENSP00000359552
O95751,ENSP00000359557
P41225,ENSP00000359567
Q5JRM2,ENSP00000359571
P61968,ENSP00000359575
Q7LGA3,ENSP00000359581
Q8WWQ2,ENSP00000359583
Q14CN2,ENSP00000359594
Q9UQC9,ENSP00000359596
Q9ULJ1,ENSP00000359600
Q17RW2,ENSP00000359603
Q9NWK9,ENSP00000359606
Q8N2H3,ENSP00000359607
Q8TDD5,ENSP00000359621
Q9NQ79,ENSP00000359629
O60242,ENSP00000359630
Q2TAP0,ENSP00000359634
Q8IZK6,ENSP00000359640
Q9UBY5,ENSP00000359643
P38159,ENSP00000359645
Q5T1H1,ENSP00000359655
Q5T686,ENSP00000359660
P29965,ENSP00000359663
Q01459,ENSP00000359664
Q9BTU6,ENSP00000359665
Q99990,ENSP00000359668
Q5T681,ENSP00000359674
P63218,ENSP00000359675
Q86XE5,ENSP00000359680
P32247,ENSP00000359682
E9PAM4,ENSP00000359683
Q9H9Y2,ENSP00000359688
Q5TDP6,ENSP00000359691
Q5VVH2,ENSP00000359693
Q9HAC8,ENSP00000359698
Q8WZ79,ENSP00000359699
Q5VXD3,ENSP00000359707
P22694,ENSP00000359719
O95816,ENSP00000359727
Q92581,ENSP00000359729
Q9Y4E5,ENSP00000359740
O95490,ENSP00000359765
Q9HCI6,ENSP00000359768
Q9HBW9,ENSP00000359778
Q5SZJ8,ENSP00000359782
Q8TCB0,ENSP00000359783
Q53G44,ENSP00000359787
P43088,ENSP00000359793
Q8TF65,ENSP00000359795
Q9UDY4,ENSP00000359799
P51815,ENSP00000359802
Q96AE4,ENSP00000359804
Q96T76,ENSP00000359818
Q9UJG1,ENSP00000359819
Q6P4D5,ENSP00000359820
Q8TEY7,ENSP00000359829
Q8IYH5,ENSP00000359837
Q92643,ENSP00000359848
Q9H4K7,ENSP00000359859
O75487,ENSP00000359864
P22003,ENSP00000359866
Q5T4U5,ENSP00000359871
Q9NUK0,ENSP00000359890
Q8NCS7,ENSP00000359892
Q6IPR3,ENSP00000359904
O14818,ENSP00000359910
Q9Y3L5,ENSP00000359911
Q9BTT6,ENSP00000359925
A0A0S2Z5C6,ENSP00000359935
Q9Y3B2,ENSP00000359939
Q8N6C5,ENSP00000359940
Q9H511,ENSP00000359942
Q9NYP7,ENSP00000359956
O95218,ENSP00000359958
P32929,ENSP00000359976
Q8N6S4,ENSP00000359982
Q05519,ENSP00000359988
Q9H9A6,ENSP00000359990
P18669,ENSP00000359991
O15217,ENSP00000360002
Q8ND82,ENSP00000360017
O95661,ENSP00000360020
Q9UBI6,ENSP00000360021
P24522,ENSP00000360025
Q7RTV2,ENSP00000360028
Q8NC51,ENSP00000360034
O95685,ENSP00000360035
Q5JVX7,ENSP00000360046
Q96KR7,ENSP00000360054
O75474,ENSP00000360058
Q92837,ENSP00000360060
Q5VTH9,ENSP00000360065
Q9BQI5,ENSP00000360076
Q5JVL4,ENSP00000360107
O75061,ENSP00000360108
Q9HCJ3,ENSP00000360112
Q5VVX9,ENSP00000360116
Q01973,ENSP00000360120
P36871,ENSP00000360124
A8K855,ENSP00000360129
Q13352,ENSP00000360133
Q5JWF2,ENSP00000360141
O43895,ENSP00000360147
Q01968,ENSP00000360154
Q9UJU5,ENSP00000360157
P08F94,ENSP00000360158
B7ZLQ5,ENSP00000360162
Q8TDG2,ENSP00000360165
B1ATL7,ENSP00000360166
Q5VU92,ENSP00000360167
Q9Y5C1,ENSP00000360170
O60880,ENSP00000360181
O14662,ENSP00000360183
Q9HD45,ENSP00000360184
Q30KQ9,ENSP00000360190
Q8NCL9,ENSP00000360191
Q5T7N3,ENSP00000360195
Q9H1P6,ENSP00000360210
Q96PE5,ENSP00000360214
Q9H171,ENSP00000360215
P04053,ENSP00000360216
Q02094,ENSP00000360217
Q12857,ENSP00000360231
Q5SZD4,ENSP00000360240
P98170,ENSP00000360242
Q8N0U7,ENSP00000360244
P51589,ENSP00000360247
P49961,ENSP00000360250
Q9UJC3,ENSP00000360252
Q6U736,ENSP00000360255
Q96C11,ENSP00000360262
P05412,ENSP00000360266
P54886,ENSP00000360268
P09758,ENSP00000360269
Q96E52,ENSP00000360270
O75553,ENSP00000360280
P07358,ENSP00000360281
P54646,ENSP00000360290
Q9BX66,ENSP00000360293
O14495,ENSP00000360296
Q5T601,ENSP00000360299
O00151,ENSP00000360305
Q9Y5K1,ENSP00000360310
Q8N0U2,ENSP00000360315
Q15392,ENSP00000360316
P10632,ENSP00000360317
Q3ZCV2,ENSP00000360320
Q5TAA0,ENSP00000360323
Q7L3T8,ENSP00000360327
O95801,ENSP00000360329
P0C2W7,ENSP00000360360
Q9ULC4,ENSP00000360365
Q8WXI4,ENSP00000360366
P33261,ENSP00000360372
Q5JX69,ENSP00000360376
Q5JX71,ENSP00000360379
O95847,ENSP00000360398
Q5T700,ENSP00000360411
Q8WTT2,ENSP00000360412
Q9Y546,ENSP00000360421
Q00975,ENSP00000360423
Q14206,ENSP00000360425
Q9P212,ENSP00000360431
Q9UJA9,ENSP00000360436
Q96KR6,ENSP00000360437
Q9BQY4,ENSP00000360441
P0C7M4,ENSP00000360455
Q8N5F7,ENSP00000360464
O95970,ENSP00000360472
Q9NQP4,ENSP00000360473
Q8N5I2,ENSP00000360475
Q9BTX1,ENSP00000360483
Q86UN6,ENSP00000360485
Q70Z53,ENSP00000360488
O15239,ENSP00000360492
Q13950,ENSP00000360493
O15541,ENSP00000360497
Q8IXM3,ENSP00000360498
Q96MA1,ENSP00000360500
P51160,ENSP00000360502
O75486,ENSP00000360515
P02753,ENSP00000360522
P61326,ENSP00000360525
O75362,ENSP00000360526
Q6X4W1,ENSP00000360530
Q99459,ENSP00000360532
Q5NUL3,ENSP00000360538
Q53EZ4,ENSP00000360540
P23786,ENSP00000360541
Q9NRE2,ENSP00000360552
Q5JU00,ENSP00000360560
Q5MY95,ENSP00000360561
P22307,ENSP00000360569
Q9UHB4,ENSP00000360576
Q86YB7,ENSP00000360577
Q6WRX3,ENSP00000360583
Q96BR5,ENSP00000360593
Q2I0M4,ENSP00000360597
Q05586,ENSP00000360608
P08238,ENSP00000360609
P49459,ENSP00000360613
Q13415,ENSP00000360623
Q9UIX4,ENSP00000360626
Q9UHL4,ENSP00000360635
Q5QPK2,ENSP00000360638
Q5T0F9,ENSP00000360642
Q9UKM7,ENSP00000360645
Q9NQX5,ENSP00000360660
Q9H2P0,ENSP00000360662
Q96K17,ENSP00000360664
P05141,ENSP00000360671
Q9BYG5,ENSP00000360672
Q96EK9,ENSP00000360676
Q9BUH6,ENSP00000360682
P18031,ENSP00000360683
P41222,ENSP00000360687
O95881,ENSP00000360688
Q9H2K2,ENSP00000360689
Q496Y0,ENSP00000360690
Q6JVE5,ENSP00000360696
P07360,ENSP00000360697
A5PLL7,ENSP00000360715
P20337,ENSP00000360718
Q3YEC7,ENSP00000360727
P78552,ENSP00000360730
Q5VUD6,ENSP00000360757
O15120,ENSP00000360761
Q15327,ENSP00000360762
Q9UHF1,ENSP00000360764
O43286,ENSP00000360776
Q9NRR6,ENSP00000360777
Q10713,ENSP00000360782
Q96Q89,ENSP00000360793
Q9H257,ENSP00000360797
P42566,ENSP00000360798
Q5SXM8,ENSP00000360803
Q14721,ENSP00000360806
Q9UBR4,ENSP00000360811
Q9P2E3,ENSP00000360817
Q9BSL1,ENSP00000360821
Q5JUK3,ENSP00000360822
Q5T7R7,ENSP00000360824
Q7Z4J2,ENSP00000360829
Q9Y399,ENSP00000360850
Q6ZSM3,ENSP00000360855
Q99784,ENSP00000360858
Q13325,ENSP00000360860
P09914,ENSP00000360869
O00602,ENSP00000360871
Q5T764,ENSP00000360874
O14879,ENSP00000360876
P20908,ENSP00000360882
Q7L4P6,ENSP00000360899
Q5VU57,ENSP00000360905
Q9NWH7,ENSP00000360913
P52735,ENSP00000360916
O95992,ENSP00000360918
O95793,ENSP00000360922
Q9UL12,ENSP00000360938
P30085,ENSP00000360939
Q15468,ENSP00000360944
Q5TCH4,ENSP00000360958
Q5H943,ENSP00000360961
Q9UGQ3,ENSP00000360966
Q8N118,ENSP00000360968
P50052,ENSP00000360973
Q9Y6D5,ENSP00000360985
Q9P127,ENSP00000360988
P13584,ENSP00000360991
Q96FJ0,ENSP00000360992
Q76LX8,ENSP00000360997
Q5VYY1,ENSP00000360998
O75071,ENSP00000361001
Q14627,ENSP00000361004
Q5W064,ENSP00000361007
Q8TCU6,ENSP00000361009
Q9GZR2,ENSP00000361010
P60484,ENSP00000361021
Q8NE28,ENSP00000361025
Q4VCS5,ENSP00000361027
Q15527,ENSP00000361032
Q86WI0,ENSP00000361036
Q15526,ENSP00000361042
Q92698,ENSP00000361043
Q96LR2,ENSP00000361048
O15260,ENSP00000361057
Q8WZA1,ENSP00000361060
Q9UNW1,ENSP00000361064
Q9Y6Q9,ENSP00000361066
O60635,ENSP00000361072
P62424,ENSP00000361076
Q15847,ENSP00000361083
Q6P1L8,ENSP00000361084
O76070,ENSP00000361087
O75683,ENSP00000361092
Q5SWH9,ENSP00000361095
Q9H8L6,ENSP00000361097
P36894,ENSP00000361107
Q8N5D6,ENSP00000361110
Q9BU40,ENSP00000361112
Q12967,ENSP00000361120
Q5U3C3,ENSP00000361138
P14550,ENSP00000361140
Q9UHM6,ENSP00000361141
Q96S53,ENSP00000361158
Q9H7U1,ENSP00000361160
Q96GM8,ENSP00000361162
Q9UJ90,ENSP00000361173
Q9P2V4,ENSP00000361177
Q9Y5Q8,ENSP00000361180
Q96S44,ENSP00000361186
Q6UWK7,ENSP00000361199
A0A804CF45,ENSP00000361202
Q9NVS2,ENSP00000361206
Q9H3K2,ENSP00000361207
Q96E40,ENSP00000361209
P56975,ENSP00000361214
Q9UKN8,ENSP00000361219
Q8NG11,ENSP00000361231
Q9H8H2,ENSP00000361232
Q9H1X1,ENSP00000361238
Q5T447,ENSP00000361245
Q13905,ENSP00000361264
Q9Y6C5,ENSP00000361266
A0A0A0MRQ7,ENSP00000361272
Q9H4B4,ENSP00000361275
Q8WWB3,ENSP00000361278
Q8NFU0,ENSP00000361281
Q9HA47,ENSP00000361285
Q00266,ENSP00000361287
Q99661,ENSP00000361298
Q9Y6A1,ENSP00000361302
Q8WYN0,ENSP00000361306
Q9Y253,ENSP00000361310
Q6P2H8,ENSP00000361311
O43414,ENSP00000361331
Q5JTB6,ENSP00000361337
Q8NBV4,ENSP00000361338
Q5JUQ0,ENSP00000361345
Q8TBM7,ENSP00000361355
P25942,ENSP00000361359
Q9NPF5,ENSP00000361363
P35247,ENSP00000361366
Q5JT82,ENSP00000361373
Q9BQI0,ENSP00000361383
Q8N4L8,ENSP00000361392
Q5VZR2,ENSP00000361397
Q8IWL1,ENSP00000361400
P14780,ENSP00000361405
Q8N2G6,ENSP00000361411
Q8N539,ENSP00000361413
O94829,ENSP00000361418
P00519,ENSP00000361423
Q13868,ENSP00000361433
O14802,ENSP00000361446
Q99576,ENSP00000361458
Q8TDM6,ENSP00000361467
P00966,ENSP00000361471
O75164,ENSP00000361473
P62166,ENSP00000361475
Q5VW38,ENSP00000361483
Q9H4Z3,ENSP00000361486
Q9GZM5,ENSP00000361499
F6UJY1,ENSP00000361511
P60891,ENSP00000361512
Q5JTD7,ENSP00000361518
Q5JTD0,ENSP00000361522
Q9NZ63,ENSP00000361524
Q12834,ENSP00000361540
Q9H1M0,ENSP00000361544
Q99811,ENSP00000361547
P40238,ENSP00000361548
P35590,ENSP00000361554
Q5SZB4,ENSP00000361556
Q96IZ5,ENSP00000361557
X6R8A1,ENSP00000361562
Q5T953,ENSP00000361569
Q5VV52,ENSP00000361580
Q96PL5,ENSP00000361595
Q9BR09,ENSP00000361596
Q9BR10,ENSP00000361597
Q8N300,ENSP00000361599
Q9BR11,ENSP00000361601
Q96F45,ENSP00000361602
Q9BV19,ENSP00000361603
Q5T3U5,ENSP00000361608
Q86VU5,ENSP00000361616
Q86YN1,ENSP00000361625
P67809,ENSP00000361626
Q6NSI4,ENSP00000361628
Q9NR46,ENSP00000361634
P45880,ENSP00000361635
P02585,ENSP00000361636
Q9HAB8,ENSP00000361642
Q9H0C1,ENSP00000361646
Q6Q6R5,ENSP00000361650
Q9UPW0,ENSP00000361653
Q5SRE5,ENSP00000361658
Q16661,ENSP00000361662
Q9NP60,ENSP00000361663
Q5T1R4,ENSP00000361664
Q9Y694,ENSP00000361666
Q9UPQ8,ENSP00000361667
P20800,ENSP00000361668
Q8N693,ENSP00000361669
Q9H147,ENSP00000361705
Q15170,ENSP00000361708
Q969E4,ENSP00000361711
Q96EI5,ENSP00000361712
Q8WXH6,ENSP00000361716
Q96RK1,ENSP00000361721
Q14249,ENSP00000361725
Q9H1F0,ENSP00000361726
Q00994,ENSP00000361728
Q9NVG8,ENSP00000361731
Q8IUA0,ENSP00000361735
O95925,ENSP00000361746
Q96GR4,ENSP00000361748
Q9BQY6,ENSP00000361755
Q14508,ENSP00000361761
Q5H9L2,ENSP00000361765
Q9UJD0,ENSP00000361769
Q8IYN2,ENSP00000361770
Q01105,ENSP00000361777
Q9NWD9,ENSP00000361780
Q9H790,ENSP00000361788
Q49AA0,ENSP00000361791
Q9BQY9,ENSP00000361795
Q96EX3,ENSP00000361800
Q8WU79,ENSP00000361803
Q9Y2B4,ENSP00000361811
Q9HBH7,ENSP00000361813
P31431,ENSP00000361818
Q14055,ENSP00000361834
O95460,ENSP00000361842
O75844,ENSP00000361845
P00749,ENSP00000361850
Q7Z6W1,ENSP00000361852
Q02383,ENSP00000361855
Q13129,ENSP00000361857
Q6IPX3,ENSP00000361860
Q9H3H9,ENSP00000361866
P04279,ENSP00000361867
Q5H9K5,ENSP00000361868
Q8WWY7,ENSP00000361871
Q8TCV5,ENSP00000361875
Q01518,ENSP00000361883
Q13043,ENSP00000361892
Q14749,ENSP00000361894
Q8NA29,ENSP00000361895
Q15785,ENSP00000361900
Q9BYC2,ENSP00000361914
P34820,ENSP00000361915
Q9P291,ENSP00000361917
Q9UNP9,ENSP00000361918
Q96BP2,ENSP00000361923
Q9BT09,ENSP00000361926
P55795,ENSP00000361927
Q5T4B2,ENSP00000361929
P31946,ENSP00000361930
Q495W5,ENSP00000361932
Q9NQ87,ENSP00000361943
Q13310,ENSP00000361949
Q9H427,ENSP00000361952
O76076,ENSP00000361959
P00813,ENSP00000361965
Q15814,ENSP00000361967
Q9Y2B9,ENSP00000361980
O95900,ENSP00000361982
Q8IWV8,ENSP00000361990
O60220,ENSP00000361993
Q9BTX7,ENSP00000361995
Q5H9L4,ENSP00000361998
P20073,ENSP00000362010
Q05193,ENSP00000362014
Q92674,ENSP00000362018
Q53FP2,ENSP00000362021
Q96GJ1,ENSP00000362027
Q9Y3D3,ENSP00000362036
Q8WXX5,ENSP00000362041
Q6PP77,ENSP00000362047
P43080,ENSP00000362049
X6R8D5,ENSP00000362054
Q9Y5S8,ENSP00000362057
O43920,ENSP00000362058
Q7Z7C8,ENSP00000362068
Q9BR39,ENSP00000362071
Q96C24,ENSP00000362080
P30281,ENSP00000362082
Q9BUW7,ENSP00000362085
Q9HB90,ENSP00000362092
Q9H1H1,ENSP00000362094
O60687,ENSP00000362095
Q03052,ENSP00000362103
Q9Y3A2,ENSP00000362105
Q13643,ENSP00000362107
P80188,ENSP00000362108
O43559,ENSP00000362109
Q12874,ENSP00000362110
O43657,ENSP00000362111
P32019,ENSP00000362115
P20142,ENSP00000362116
Q9Y366,ENSP00000362121
Q9H2S6,ENSP00000362122
Q9BX93,ENSP00000362123
Q8TAB3,ENSP00000362125
Q14872,ENSP00000362127
Q13156,ENSP00000362131
Q6ZSJ8,ENSP00000362133
Q86U90,ENSP00000362135
Q5VSG8,ENSP00000362136
Q5JZY3,ENSP00000362139
Q8NE86,ENSP00000362144
Q53HL2,ENSP00000362146
Q13823,ENSP00000362153
Q6KCM7,ENSP00000362160
Q9HAF1,ENSP00000362166
Q69YI7,ENSP00000362170
Q99457,ENSP00000362171
Q5D1E8,ENSP00000362179
O95944,ENSP00000362181
Q13003,ENSP00000362183
Q9BZA7,ENSP00000362186
Q5T9C2,ENSP00000362187
Q99062,ENSP00000362195
Q9NZC2,ENSP00000362205
Q9C0H6,ENSP00000362206
Q7LGC8,ENSP00000362207
P82914,ENSP00000362208
Q96NX9,ENSP00000362217
Q8N2I9,ENSP00000362222
Q969X2,ENSP00000362235
Q8WVV4,ENSP00000362238
Q3KQU3,ENSP00000362244
Q5TGU0,ENSP00000362255
Q6UXV4,ENSP00000362268
Q7Z353,ENSP00000362272
Q9NX46,ENSP00000362273
Q9BZD2,ENSP00000362285
Q9H9G7,ENSP00000362287
A0A075B6H0,ENSP00000362294
O95470,ENSP00000362298
P17813,ENSP00000362299
Q9UL18,ENSP00000362300
Q8WXS8,ENSP00000362304
Q9HCK5,ENSP00000362306
O75368,ENSP00000362308
Q13542,ENSP00000362314
Q96T54,ENSP00000362328
Q15181,ENSP00000362329
Q8TD26,ENSP00000362330
Q6VUC0,ENSP00000362332
P49721,ENSP00000362334
Q9NR31,ENSP00000362339
Q9UBB6,ENSP00000362340
Q05932,ENSP00000362344
Q9P0M6,ENSP00000362352
P43220,ENSP00000362353
P50750,ENSP00000362361
Q6RI45,ENSP00000362372
Q96D05,ENSP00000362376
Q5JU69,ENSP00000362381
Q8NEE8,ENSP00000362386
O95858,ENSP00000362387
Q5JU67,ENSP00000362392
Q9Y458,ENSP00000362393
O43736,ENSP00000362395
P61764,ENSP00000362399
Q9Y271,ENSP00000362401
P21452,ENSP00000362403
Q96TA1,ENSP00000362409
Q9Y5Q3,ENSP00000362410
P00558,ENSP00000362413
Q8TDR0,ENSP00000362424
Q8NCS4,ENSP00000362435
P46100,ENSP00000362441
Q5TG30,ENSP00000362442
O95886,ENSP00000362444
Q15937,ENSP00000362446
Q9BVG4,ENSP00000362456
Q8TD90,ENSP00000362457
Q04760,ENSP00000362463
O75712,ENSP00000362464
Q96MV8,ENSP00000362465
Q9NY64,ENSP00000362469
Q7Z408,ENSP00000362479
Q96BW1,ENSP00000362481
Q5VVW2,ENSP00000362485
Q9P0B6,ENSP00000362507
P22310,ENSP00000362508
P35504,ENSP00000362513
Q9UKU9,ENSP00000362524
Q9HAW7,ENSP00000362525
Q9NQG5,ENSP00000362532
Q96A70,ENSP00000362540
O43156,ENSP00000362547
Q9HAW9,ENSP00000362549
Q8N1G2,ENSP00000362550
Q6ZMZ0,ENSP00000362555
Q96N03,ENSP00000362560
Q969K7,ENSP00000362562
O43298,ENSP00000362563
P84074,ENSP00000362566
A0A0A0MRR6,ENSP00000362570
Q96BU1,ENSP00000362574
P54577,ENSP00000362576
O76064,ENSP00000362578
P40426,ENSP00000362588
Q9NU19,ENSP00000362590
Q09028,ENSP00000362592
Q5VXU3,ENSP00000362601
P11309,ENSP00000362608
Q96BR9,ENSP00000362609
O14627,ENSP00000362613
Q9ULW6,ENSP00000362616
Q5JQF8,ENSP00000362618
Q5JQF8,ENSP00000362621
Q96PN8,ENSP00000362634
P49006,ENSP00000362638
Q7Z6M1,ENSP00000362639
P46020,ENSP00000362643
Q13547,ENSP00000362649
Q8N9R8,ENSP00000362650
Q92805,ENSP00000362656
Q9BY41,ENSP00000362674
P12931,ENSP00000362680
Q68BL7,ENSP00000362682
Q9BTA0,ENSP00000362684
Q9BQ39,ENSP00000362687
A0A7P0MRT9,ENSP00000362688
Q13285,ENSP00000362690
Q9HC98,ENSP00000362702
Q9NQG1,ENSP00000362707
P40222,ENSP00000362711
P01286,ENSP00000362716
P50458,ENSP00000362717
Q8TEH3,ENSP00000362727
O60684,ENSP00000362728
Q9NZJ7,ENSP00000362730
Q5IJ48,ENSP00000362734
A6NCS6,ENSP00000362743
P62701,ENSP00000362744
Q8NFU7,ENSP00000362748
Q9Y3P9,ENSP00000362751
O60241,ENSP00000362759
Q9HCK0,ENSP00000362760
Q15916,ENSP00000362763
P28749,ENSP00000362768
Q9HBD1,ENSP00000362774
Q07092,ENSP00000362776
Q8N100,ENSP00000362777
Q8NGR4,ENSP00000362784
P49682,ENSP00000362795
Q96QF7,ENSP00000362799
Q9Y3C6,ENSP00000362803
Q9UBV8,ENSP00000362807
Q96SA4,ENSP00000362814
P05413,ENSP00000362817
P84103,ENSP00000362820
O15294,ENSP00000362824
Q7Z5Y7,ENSP00000362836
Q4KMZ8,ENSP00000362841
Q6NUK4,ENSP00000362863
Q5VZ52,ENSP00000362869
P21941,ENSP00000362870
P51970,ENSP00000362873
Q96SZ5,ENSP00000362888
Q8IZC4,ENSP00000362894
Q08170,ENSP00000362900
P06396,ENSP00000362924
Q96SB4,ENSP00000362931
Q9UKP3,ENSP00000362935
Q9NX07,ENSP00000362936
Q8IZ21,ENSP00000362942
P61106,ENSP00000362946
Q9BUE0,ENSP00000362948
Q7Z7A1,ENSP00000362962
A2RUU4,ENSP00000362968
Q99504,ENSP00000362978
Q9GZN2,ENSP00000362981
Q96FC7,ENSP00000362987
Q9H6D3,ENSP00000362991
Q9H694,ENSP00000362993
Q13077,ENSP00000362994
Q92485,ENSP00000363001
P15927,ENSP00000363017
P62906,ENSP00000363018
P51668,ENSP00000363019
Q9Y2H0,ENSP00000363023
Q5TEJ8,ENSP00000363031
Q9H1U4,ENSP00000363040
Q9NZ45,ENSP00000363041
Q9Y312,ENSP00000363043
Q8NFU5,ENSP00000363046
Q86Y82,ENSP00000363054
O95229,ENSP00000363055
P36508,ENSP00000363064
A2A3D8,ENSP00000363068
P17661,ENSP00000363071
P11226,ENSP00000363079
O94907,ENSP00000363081
O00206,ENSP00000363089
Q13976,ENSP00000363092
P57086,ENSP00000363103
P09769,ENSP00000363117
Q5TGY3,ENSP00000363123
Q9BVI0,ENSP00000363124
Q9H6K1,ENSP00000363135
P46089,ENSP00000363136
Q6UWJ8,ENSP00000363142
O95238,ENSP00000363149
O95150,ENSP00000363157
Q5VZI3,ENSP00000363161
O75348,ENSP00000363162
P60602,ENSP00000363191
Q93074,ENSP00000363193
Q9Y697,ENSP00000363205
A6NIR3,ENSP00000363207
Q9ULD0,ENSP00000363216
Q8N6V4,ENSP00000363226
Q9NTZ6,ENSP00000363228
Q16572,ENSP00000363229
Q5T7W0,ENSP00000363241
Q9H9Y4,ENSP00000363250
A6NNA5,ENSP00000363254
P49796,ENSP00000363255
Q9NUE0,ENSP00000363257
Q711Q0,ENSP00000363259
Q9NUD9,ENSP00000363260
Q5T292,ENSP00000363268
C9J235,ENSP00000363270
Q8N456,ENSP00000363275
Q9NRF9,ENSP00000363286
Q5W0U4,ENSP00000363298
Q8NA23,ENSP00000363308
O43172,ENSP00000363313
Q9H9Z2,ENSP00000363314
Q68DX3,ENSP00000363317
P31785,ENSP00000363318
Q8NHZ8,ENSP00000363322
O15431,ENSP00000363329
P31358,ENSP00000363330
Q5T124,ENSP00000363339
Q9BY10,ENSP00000363345
Q5VWJ9,ENSP00000363349
Q9NRY2,ENSP00000363360
A6NEN9,ENSP00000363369
Q969H4,ENSP00000363371
P98177,ENSP00000363377
Q6UWL2,ENSP00000363382
O00488,ENSP00000363384
Q8TAY7,ENSP00000363386
Q8N165,ENSP00000363389
Q969Q1,ENSP00000363390
Q9NPE6,ENSP00000363391
Q9BRI3,ENSP00000363394
Q16739,ENSP00000363397
Q92935,ENSP00000363398
Q99487,ENSP00000363400
Q5VXU9,ENSP00000363405
P50151,ENSP00000363411
A0A024R161,ENSP00000363412
Q86WK9,ENSP00000363414
Q8WY07,ENSP00000363417
Q9H019,ENSP00000363419
P50391,ENSP00000363431
Q14573,ENSP00000363435
O60269,ENSP00000363436
Q9BQS2,ENSP00000363441
Q9NR34,ENSP00000363452
Q5SW96,ENSP00000363458
Q4JDL3,ENSP00000363459
Q8N5G2,ENSP00000363463
O95807,ENSP00000363478
Q92796,ENSP00000363480
P43026,ENSP00000363492
Q9Y696,ENSP00000363500
Q9NVA1,ENSP00000363506
P09917,ENSP00000363512
Q5T1S8,ENSP00000363513
Q9UKA8,ENSP00000363516
